MAG	basin	sample_type	compl	contam	numb_scaffolds	genome_size	GC	sPROD	METHANO	rhodanase	phsA	dsrB	MAG_FULL_tax
AND-3_IN_SW_bin.244	Anadarko Basin	input	81.83	0.24	128	1896591	46.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAIKAF01;f__CAIKAF01;g__CAIKAF01;s__CAIKAF01 sp016866335
AND-3_IN_SW_bin.253	Anadarko Basin	input	92.8	3.73	125	6355438	69.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Myxococcota;c__UBA727;o__UBA727;f__VGSZ01;g__VGSZ01;s__
AND-3_IN_SW_bin.254	Anadarko Basin	input	70.86	0	117	1505290	59.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_A;g__UBA2463;s__UBA2463 sp945877235
AND-3_IN_SW_bin.256	Anadarko Basin	input	85.24	2.62	46	1320290	29.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Patescibacteria;c__JAEDAM01;o__BD1-5;f__UBA6164;g__UBA7396;s__
AND-3_IN_SW_bin.28	Anadarko Basin	input	64.81	0.77	142	2073438	66.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
AND-3_IN_SW_bin.30	Anadarko Basin	input	77.11	3.38	106	1270388	36.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Chlamydiota;c__Chlamydiia;o__Chlamydiales;f__CAIPRZ01;g__CAIPRZ01;s__
AND-3_IN_SW_bin.39	Anadarko Basin	input	95.3	0	57	1861759	41.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__JJ008;s__
AND-3_IN_SW_bin.48	Anadarko Basin	input	69.05	1.27	191	1843024	46.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__CAIKAF01;f__CAIKAF01;g__JAKRSD01;s__
AND-3_IN_SW_bin.61	Anadarko Basin	input	59.65	0	231	2726480	34.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__;s__
AND-3_IN_SW_bin.62	Anadarko Basin	input	84.73	0.99	228	3896103	45.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__LD1;g__Bog-950;s__
AND-3_IN_SW_bin.69	Anadarko Basin	input	74.79	1.47	199	2332301	67	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__S36-B12;g__REEB460;s__
AND-3_IN_SW_bin.7	Anadarko Basin	input	97.39	2.17	114	6505047	63.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Acidobacteriota;c__Terriglobia;o__Bryobacterales;f__Bryobacteraceae;g__Ga0077553;s__
AND-3_IN_SW_bin.72	Anadarko Basin	input	58.66	0	60	812699	51.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Nanopelagicales;f__Nanopelagicaceae;g__SYAN01;s__
AND-3_IN_SW_bin.75	Anadarko Basin	input	83.58	0.89	70	2169803	58.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__UBA1018;o__UBA1018;f__CAIMNF01;g__CAIMNF01;s__
AND-3_IN_SW_bin.76	Anadarko Basin	input	51.72	0	79	1855242	41.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__;s__
AND-3_IN_SW_bin.81	Anadarko Basin	input	98.63	0.68	22	6138140	67.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__ER46;s__
AND-3_IN_SW_bin.86	Anadarko Basin	input	89.76	0	191	3571198	46.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__
AND-3_IN_SW_bin.89	Anadarko Basin	input	78.34	2.2	101	1067683	32.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__SYAR01;s__
AND-3_IN_SW_bin.93	Anadarko Basin	input	89.1	0	112	2346385	42.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__UA16;g__CAMCTV01;s__
AND-3_IN_SW_bin.95	Anadarko Basin	input	84.43	0.25	51	3337151	46.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Chitinophagaceae;g__Flavipsychrobacter;s__
AND-3_IN_SW_bin.96	Anadarko Basin	input	62.38	0	198	1808550	53.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA955;g__REEB481;s__
AND-3_IN_SW_bin.99	Anadarko Basin	input	73.36	1.43	266	2612092	40.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__JAIBAJ01;f__JAIBAJ01;g__JAIBAJ01;s__
AND-3_PF_day105_bin.61	Anadarko Basin	produced fluid	96.59	0	47	2785578	53.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__Sedimentisphaerales;f__Anaerohalosphaeraceae;g__T3Sed10-213;s__T3Sed10-213 sp012519365
AND-3_PF_day105_bin.67	Anadarko Basin	produced fluid	87.51	0.71	121	1900141	46	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__JAAYFZ01;s__
AND-3_PF_day141_bin.17	Anadarko Basin	produced fluid	94.92	0.62	120	2203298	59.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp016756745
AND-3_PF_day141_bin.24	Anadarko Basin	produced fluid	92.62	2.78	126	2217917	47.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Trichococcus;s__
AND-3_PF_day141_bin.44	Anadarko Basin	produced fluid	68.78	0.81	248	2357614	41.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
AND-3_PF_day141_bin.49	Anadarko Basin	produced fluid	93.33	0.95	40	2136918	44.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__Bact-08;s__
AND-3_PF_day141_bin.55	Anadarko Basin	produced fluid	94.94	0	56	1793675	25.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Hypnocyclicus;s__Hypnocyclicus sp020063625
AND-3_PF_day141_bin.59	Anadarko Basin	produced fluid	85.23	0	157	1975285	52.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Sphaerochaetales;f__Sphaerochaetaceae;g__Sphaerochaeta;s__Sphaerochaeta sp002432715
AND-3_PF_day141_bin.6	Anadarko Basin	produced fluid	97.2	2.1	156	3334078	36.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__SK-Y3;f__SK-Y3;g__Petroclostridium;s__Petroclostridium xylanilyticum
AND-3_PF_day141_bin.61	Anadarko Basin	produced fluid	74.24	3.5	132	1839017	33	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Dethiosulfatibacteraceae;g__JAFGVC01;s__
AND-3_PF_day141_bin.62	Anadarko Basin	produced fluid	95.77	0.07	135	2363037	38.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Eubacteriales;f__Alkalibacteraceae;g__Alkalibacter;s__Alkalibacter sp003446375
AND-3_PF_day190_bin.17	Anadarko Basin	produced fluid	64.69	3.73	163	1597479	32	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae_C;g__Soehngenia;s__
AND-3_PF_day190_bin.26	Anadarko Basin	produced fluid	95.17	0.17	48	2491334	27.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium_AT;s__Clostridium_AT prolinivorans
AND-3_PF_day190_bin.27	Anadarko Basin	produced fluid	93.22	0.15	97	1868606	45.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Atribacterota;c__Atribacteria;o__Atribacterales;f__;g__;s__
AND-3_PF_day190_bin.29	Anadarko Basin	produced fluid	98.12	0	82	2785945	45.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Kosmotogaceae;g__Mesotoga;s__Mesotoga prima
AND-3_PF_day190_bin.46	Anadarko Basin	produced fluid	78.97	1.9	189	1835941	31.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Petrotoga;s__Petrotoga sp003265365
AND-3_PF_day190_bin.56	Anadarko Basin	produced fluid	97.99	0.67	19	2275668	41.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__JAIHAL01 sp020054675
AND-3_PF_day190_bin.6	Anadarko Basin	produced fluid	88.42	0.46	121	1812199	36.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__B21-G9;f__HyVt-16;g__HyVt-16;s__
AND-3_PF_day225_bin.8	Anadarko Basin	produced fluid	72.82	0.89	103	1541492	40.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__JAIHAL01;s__JAIHAL01 sp020054675
AND-3_PF_day323_bin.25	Anadarko Basin	produced fluid	94.92	2.12	33	2628241	62.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DTU030;c__DTU030;o__DUMP01;f__DUMP01;g__DUMP01;s__DUMP01 sp012839755
AND-3_PF_day323_bin.8	Anadarko Basin	produced fluid	85.59	0	102	1512377	53.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Thermosynergistaceae;g__Thermosynergistes;s__Thermosynergistes sp001508935
AND-3_PF_day80_bin.1	Anadarko Basin	produced fluid	81.78	0	43	1804394	43.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__DUMD01;c__DUMD01;o__;f__;g__;s__
AND-3_PF_day80_bin.23	Anadarko Basin	produced fluid	75.89	0	50	925544	47.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Thermotogales;f__Thermotogaceae;g__Thermotoga;s__Thermotoga neapolitana
AND-3_PF_day80_bin.27	Anadarko Basin	produced fluid	77.59	0.86	101	2892560	31.1	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Caldisalinibacteraceae;g__;s__
AND-3_PF_day80_bin.39	Anadarko Basin	produced fluid	60.72	0.21	89	1282454	48	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__Desulfotomaculia;o__Desulfotomaculales;f__VENG01;g__VENG01;s__
AND-3_PF_day80_bin.40	Anadarko Basin	produced fluid	79.83	0.44	21	1756371	33.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_B;c__Peptococcia;o__Peptococcales;f__SKKY01;g__SKKY01;s__
AND-3_PF_day80_bin.43	Anadarko Basin	produced fluid	73.39	0	10	1962882	43.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__Paludibacter;s__
AND-3_PF_day80_bin.54	Anadarko Basin	produced fluid	66.1	0	63	819042	44.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Acetomicrobiaceae;g__Acetomicrobium;s__
AND-3_PF_day80_bin.6	Anadarko Basin	produced fluid	52.63	0	14	1168341	33.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Thermotogota;c__Thermotogae;o__Petrotogales;f__Petrotogaceae;g__Petrotoga;s__Petrotoga mobilis
AND-4_PF_day104_bin.10	Anadarko Basin	produced fluid	91.94	1.26	40	1899397	46.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__Caldicoprobacter;s__Caldicoprobacter algeriensis
AND-4_PF_day573_bin.5	Anadarko Basin	produced fluid	81.62	0.4	154	1934238	44.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Mahellales;f__Mahellaceae;g__Mahella;s__Mahella sp020054945
AND-4_PF_day700_bin.31	Anadarko Basin	produced fluid	90.61	0	94	1795509	31.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Tissierellales;f__Tissierellaceae_C;g__Soehngenia;s__Soehngenia sp014360205
AND-4_PF_day700_bin.4	Anadarko Basin	produced fluid	91.84	0.04	124	2472908	43.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__UBA5734;g__JAAYFZ01;s__
AND-5_PF_day157_bin.13	Anadarko Basin	produced fluid	78.8	0.54	196	3061020	39	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Thermophagus;s__Thermophagus xiamenensis
AND-5_PF_day157_bin.16	Anadarko Basin	produced fluid	53.48	0	139	1284992	42.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Seramator;s__Seramator thermalis
AND-5_PF_day157_bin.26	Anadarko Basin	produced fluid	51.72	0	133	1144468	52.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacillota_G;c__Limnochordia;o__DTU087;f__JAAYGB01;g__;s__
AND-5_PF_day626_bin.11	Anadarko Basin	produced fluid	57.61	0.54	262	2379453	41.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinilabiliaceae;g__Anaerophaga;s__Anaerophaga thermohalophila_A
AND-5_PF_day626_bin.48	Anadarko Basin	produced fluid	64.52	0	179	1745242	66.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Actinomycetaceae;g__Flaviflexus;s__Flaviflexus salsibiostraticola
AND-5_PF_day753_bin.38	Anadarko Basin	produced fluid	52.66	0	132	1142892	42.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Dysgonomonadaceae;g__Seramator;s__Seramator thermalis
BOW-1_IN_SW_bin.3	Bowland Shale	input	54.35	0.03	426	3803718	48.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Chitinophagales;f__Saprospiraceae;g__M3007;s__
BOW-1_IN_SW_bin.5	Bowland Shale	input	74.16	4.09	200	1881168	44.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Nitrosomonadaceae;g__Nitrosomonas;s__Nitrosomonas sp019752095
BOW-1_PF_day0_10p_bin.3	Bowland Shale	produced fluid	98.09	0.34	52	3032614	50.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales_A;f__Alteromonadaceae;g__Alishewanella;s__Alishewanella agri
BOW-1_PF_day0_bin.23	Bowland Shale	produced fluid	53.45	0	204	2007363	62.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri_U
BOW-1_PF_day0_bin.27	Bowland Shale	produced fluid	90.93	3.89	175	3347525	67.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Microbacterium;s__Microbacterium lacus
BOW-1_PF_day0_bin.30	Bowland Shale	produced fluid	87.9	2.2	248	3858170	45.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__Sunxiuqinia;s__
BOW-1_PF_day0_bin.40	Bowland Shale	produced fluid	80.58	0.54	289	3444802	42.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
BOW-1_PF_day0_bin.46	Bowland Shale	produced fluid	99.65	0.13	32	3319776	31.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__
BOW-1_PF_day0_bin.51	Bowland Shale	produced fluid	58.91	1.72	205	2177987	64.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Erythrobacter;s__
BOW-1_PF_day44_bin.10	Bowland Shale	produced fluid	75.37	0	99	1217497	34.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA1997;g__JAJTCH01;s__
BOW-1_PF_day44_bin.14	Bowland Shale	produced fluid	74.48	2.35	246	2988577	64	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudotabrizicola;s__
BOW-1_PF_day44_bin.46	Bowland Shale	produced fluid	97.08	2.34	72	3031456	41.1	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Legionellales;f__Legionellaceae;g__Legionella_C;s__
BOW-1_PF_day44_bin.49	Bowland Shale	produced fluid	78.01	0.56	272	3340164	42.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Cyclobacteriaceae;g__Algoriphagus;s__
BOW-1_PF_day44_bin.94	Bowland Shale	produced fluid	64.66	0	216	2312951	38.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bdellovibrionota;c__Bacteriovoracia;o__Bacteriovoracales;f__Bacteriovoracaceae;g__DZBG01;s__DZBG01 sp022729855
BOW-1_PF_day49_bin.11	Bowland Shale	produced fluid	100	0.54	18	4614695	41.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA4466;s__
BOW-1_PF_day49_bin.14	Bowland Shale	produced fluid	93.69	0.13	124	2393780	60.2	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Rhodoglobus;s__
BOW-1_PF_day49_bin.2	Bowland Shale	produced fluid	97.62	0.3	112	5683979	46.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arundinibacter;s__
BOW-1_PF_day49_bin.33	Bowland Shale	produced fluid	99.46	0.27	24	3684200	35.6	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__UBA2040;s__
BOW-1_PF_day49_bin.35	Bowland Shale	produced fluid	95.2	3	95	1515672	31.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__
BOW-1_PF_day49_bin.44	Bowland Shale	produced fluid	93.77	2.27	354	5068987	38.5	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Arenibacter;s__
BOW-1_PF_day49_bin.46	Bowland Shale	produced fluid	86.84	1.06	176	2768752	36.5	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Flavobacterium;s__Flavobacterium sp002482945
BOW-1_PF_day49_bin.55	Bowland Shale	produced fluid	50.82	0	74	628652	39	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA6184;f__UBA6184;g__UBA6184;s__
BOW-1_PF_day65_10p_bin.16	Bowland Shale	produced fluid	96.6	0.59	81	2495268	70.5	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Actinomycetota;c__Actinomycetia;o__Actinomycetales;f__Microbacteriaceae;g__Chryseoglobus;s__
BOW-1_PF_day65_10p_bin.26	Bowland Shale	produced fluid	93.77	0.22	79	3381829	58.3	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
BOW-1_PF_day65_bin.107	Bowland Shale	produced fluid	89.32	3.42	111	4554172	49.7	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Cyanobacteriota;c__Sericytochromatia;o__UBA7694;f__UBA7694;g__JACYMC01;s__
BOW-1_PF_day65_bin.121	Bowland Shale	produced fluid	92.86	0.3	271	4847028	46.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Cytophagales;f__Spirosomaceae;g__Arundinibacter;s__
BOW-1_PF_day65_bin.123	Bowland Shale	produced fluid	92.89	6.32	64	1252782	33.4	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__;s__
BOW-1_PF_day65_bin.124	Bowland Shale	produced fluid	83.25	0.71	205	3091656	42.9	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NS11-12g;f__UBA8524;g__UBA8524;s__
BOW-1_PF_day65_bin.2	Bowland Shale	produced fluid	93.36	0.24	23	993411	34.2	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae;g__JAGOJE01;s__
BOW-1_PF_day65_bin.22	Bowland Shale	produced fluid	97.36	0.94	54	4260403	35.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Cellulophaga;s__
BOW-1_PF_day65_bin.23	Bowland Shale	produced fluid	65.53	0.87	310	2897664	66.3	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Caulobacteraceae;g__Caulobacter;s__
BOW-1_PF_day65_bin.28	Bowland Shale	produced fluid	95.65	0	43	2816964	57	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Parvibaculales;f__Parvibaculaceae;g__Parvibaculum;s__
BOW-1_PF_day65_bin.30	Bowland Shale	produced fluid	59.2	3.45	189	2325520	61.8	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__
BOW-1_PF_day65_bin.67	Bowland Shale	produced fluid	99.82	0	37	4151057	35.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Vicingaceae;g__Acidiluteibacter;s__
BOW-1_PF_day65_bin.77	Bowland Shale	produced fluid	77.98	2.15	233	3648540	60.9	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Devosiaceae;g__Devosia;s__
BOW-1_PF_day65_bin.83	Bowland Shale	produced fluid	60.34	3.45	212	2600443	36.6	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Crocinitomicaceae;g__;s__
BOW-1_PF_day72_10p_bin.14	Bowland Shale	produced fluid	97.16	1.82	22	1482032	31.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__
BOW-1_PF_day72_bin.2	Bowland Shale	produced fluid	64.66	1.72	183	2185228	61.8	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Caulobacterales;f__Hyphomonadaceae;g__Hyphomonas;s__
BOW-1_PF_day72_bin.29	Bowland Shale	produced fluid	90.05	1.66	81	1405655	33.7	FALSE	FALSE	FALSE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__;g__;s__
BOW-1_PF_day72_bin.31	Bowland Shale	produced fluid	74.69	0	33	2655308	57.4	FALSE	FALSE	TRUE	FALSE	FALSE	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Pseudorhodobacter;s__
